name,domain,city,state,clia_number
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,ST GEORGE,UT,46D1083126
"BIOLIFE PLASMA SERVICES, LP",biolifeplasma.com,SAINT GEORGE,UT,46D2084284
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,AMERICAN FORK,UT,46D2100376
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,RIVERTON,UT,46D2102388
"PATHOLOGY SERVICES, PC",utahpathology.com,ST GEORGE,UT,46D2146634
CLINICAL CONSULTANTS LLC,clinicalconsultants.org,WEST JORDAN,UT,46D2173983
SOFTCELL L-FORM LABORATORIES LLC,softcelllaboratories.com,ST GEORGE,UT,46D2181769
"PATHOLOGY SERVICES, PC",utahpathology.com,MURRAY,UT,46D2197346
"INHERENT BIOSCIENCES, INC",inherentbio.com,SALT LAKE CITY,UT,46D2239162
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,OGDEN,UT,46D2239239
ROCKY MOUNTAIN LABORATORIES,rockylabs.com,DRAPER,UT,46D2257034
ASSOCIATES OF PATHOLOGY,associatesofpathology.com,OGDEN,UT,46D2270825
ABO PLASMA- WEST VALLEY CITY,aboplasma.com,WEST VALLEY CITY,UT,46D2297305
VASECTOMY VERIFY LLC,vasectomyverify.com,COALVILLE,UT,46D2297883
VERMONT DEPT OF HEALTH LABORATORY,healthvermont.gov,COLCHESTER,VT,47D0660967
"VERMONT DERMATOPATHOLOGY, LLC",vermontdermatopathology.com,SOUTH BURLINGTON,VT,47D0986255
CLINICAL LABORATORY INC,stcroixlab.com,ST CROIX,VI,48D0699866
AEROMD,aeromd.com,ST CROIX,VI,48D2122646
US VI TERRITORIAL PUBLIC HEALTH LABORATORY,doh.vi.gov,CHRISTIANSTED,VI,48D2179122
PATIENT FIRST-BATTLEFIELD,patientfirst.com,CHESAPEAKE,VA,49D0665313
LIFENET HEALTH,lifenethealth.org,VIRGINIA BEACH,VA,49D0883917
CALCULI REFERENCE LABORATORY INC,calculilab.com,MECHANICSVILLE,VA,49D0933730
"LABCORP OF AMERICA, HOLDINGS",locations.labcorp.com,FREDERICKSBURG,VA,49D1039185
LABORATORY CORPORATION OF AMERICA HOLDINGS,locations.labcorp.com,VIRGINIA BEACH,VA,49D1044735
LABORATORY CORPORATION OF AMERICA HOLDINGS,locations.labcorp.com,SALEM,VA,49D2093710
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,BLACKSBURG,VA,49D2100611
"LABORATORY CORPORATION OF AMERICA, HOLDINGS",locations.labcorp.com,VIRGINIA BEACH,VA,49D2132919
ARLINGTON COUNTY FIRE DEPARTMENT,arlingtonva.us,ARLINGTON,VA,49D2140324
CSL PLASMA INC,cslplasma.com,HENRICO,VA,49D2166676
BURKHOLDER PUBLIC HEALTH LABORATORY,fairfaxcounty.gov,FAIRFAX,VA,49D2210189
LABCORP ASHBURN PSC,locations.labcorp.com,ASHBURN,VA,49D2303441
VERICARE LABORATORIES,vericarelabs.com,RICHMOND,VA,49D2316990
QUEST DIAGNOSTICS INC,locations.questdiagnostics.com,HENRICO,VA,49D2319490
QUEST DIAGNOSTICS VANCOUVER CRL,locations.questdiagnostics.com,VANCOUVER,WA,50D2317774
VIRGINIA MASON FRANCISCAN HEALTH,vmfh.org,BREMERTON,WA,50D2318379
MULTICARE TOXICOLOGY LABORATORY,testmenu.com,TUKWILA,WA,50D2325997
LABCORP,locations.labcorp.com,YAKIMA,WA,50D2326407
VIRGINIA MASON FRANCISCAN HEALTH EMERGENCY &,euc.vmfh.org,PORT ORCHARD,WA,50D2333889
INCYTE PATHOLOGY - RICHLAND BRANCH,incytediagnostics.com,RICHLAND,WA,50D2335136
INCYTE PATHOLOGY - SPOKANE VALLEY BRANCH,incytepathology.com,SPOKANE VALLEY,WA,50D2335139
INCYTE PATHOLOGY - TUKWILA BRANCH,incdx.com,TUKWILA,WA,50D2335140
SWISHER LAB FOR GYNECOLOGIC CANCER RESEARCH,swisherlab.org,SEATTLE,WA,50D2336332
INCYTE PATHOLOGY - AUBURN MEDICAL CENTER BRANCH,incytepathology.com,AUBURN,WA,50D2337475
INCYTE PATHOLOGY - GOOD SAMARITAN HOSPITAL BRANCH,incytepathology.com,PUYALLUP,WA,50D2337480
BELMAR CARDIOPULMONARY DIAGNOSTICS CENTER,bcdctesting.com,BELLEVUE,WA,50D2338427
CASCADE PATHOLOGY SERVICES - ALLENMORE,sonichealthcareusa.com,TACOMA,WA,50D2339163
CASCADE PATHOLOGY SERVICES - TACOMA,sonichealthcareusa.com,TACOMA,WA,50D2339267
WOMEN'S HEALTH CENTER OF WEST VIRGINIA,womenshealthwv.org,CHARLESTON,WV,51D0234323
ST MARY'S MEDICAL CENTER HIMG,uhswv.com,HUNTINGTON,WV,51D0235176
CHARLESTON AREA MEDICAL CENTER CANCER CENTER,camc.org,CHARLESTON,WV,51D0877096
CSL PLASMA INC,cslplasma.com,PARKERSBURG,WV,51D2125708
MARSHALL HEALTH TEAYS VALLEY,marshallhealth.org,SCOTT DEPOT,WV,51D2126329
APPALACHIAN LABS OF WV,wvapplabs.com,CHARLESTON,WV,51D2160356
"TELOSTRAND LABORATORY WV, LLC",telostrand.com,RONCEVERTE,WV,51D2289968
A2CL AURORA HEALTH CENTER - MENOMONEE FALLS,aurorahealthcare.org,MENOMONEE FALLS,WI,52D0388478
FMCCP- TOWN HALL HEALTH CENTER,froedtert.com,MENOMONEE FALLS,WI,52D0388485
A2CL AURORA HEALTH CENTER - GOOD HOPE RD,aurorahealthcare.org,MILWAUKEE,WI,52D0390360
A2CL AURORA HEALTH CENTER - MAYFAIR NORTH,aurorahealthcare.org,WAUWATOSA,WI,52D0391644
GHC-SCW CAPITOL CLINIC,ghcscw.com,MADISON,WI,52D0393663
BELLIN HEALTH MARINETTE LABORATORY,bellin.org,MARINETTE,WI,52D0394498
A2CL AURORA HEALTH CENTER - EDGERTON,aurorahealthcare.org,MILWAUKEE,WI,52D0665264
"CSL PLASMA, INC",cslplasma.com,BELOIT,WI,52D0672101
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,APPLETON,WI,52D0676908
FROEDTERT & THE MEDICAL COLLEGE OF WISCONSIN,froedtert.com,WEST BEND,WI,52D0678401
CITY OF MILWAUKEE STD CLINIC LABORATORY,city.milwaukee.gov,MILWAUKEE,WI,52D0860363
A2CL AURORA HEALTH CENTER - NEW BERLIN,aurorahealthcare.org,NEW BERLIN,WI,52D0880249
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,GREEN BAY,WI,52D0901417
COPPE LABORATORIES,coppelabs.com,WAUKESHA,WI,52D0921062
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,OSHKOSH,WI,52D0921541
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,JANESVILLE,WI,52D0930815
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,SHEBOYGAN,WI,52D0953488
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,STEVENS POINT,WI,52D0961971
AURORA HEALTH CARE METRO INC - RACINE,aurorahealthcare.org,RACINE,WI,52D0976606
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,FOND DU LAC,WI,52D1005039
MICROBIOLOGY RESEARCH LABORATORY,uwlax.edu,LA CROSSE,WI,52D1019319
A2CL-AURORA HEALTH CENTER MANITOWOC COUNTY,aurorahealthcare.org,TWO RIVERS,WI,52D1021288
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,APPLETON,WI,52D1090494
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,GREEN BAY,WI,52D2060893
FROEDTERT & MCW MOORLAND RESERVE LABORATORY,froedtert.com,NEW BERLIN,WI,52D2066480
"CSL PLASMA, INC",cslplasma.com,SOUTH MILWAUKEE,WI,52D2094125
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,WAUSAU,WI,52D2098027
FMCCP NORTH HILLS HEALTH CENTER,froedtert.com,MENOMONEE FALLS,WI,52D2126465
FMCCP TOSA HEALTH CENTER,froedtert.com,WAUWATOSA,WI,52D2133898
FROEDTERT & THE MEDICAL COLLEGE CP MEQUON,froedtert.com,MEQUON,WI,52D2135321
QUEST DIAGNOSTICS - MILWAUKEE RRL,locations.questdiagnostics.com,MILWAUKEE,WI,52D2188290
"CSL PLASMA, INC",cslplasma.com,MILWAUKEE,WI,52D2235837
BIOLIFE PLASMA SERVICES LP,,PEWAUKEE,WI,52D2282345
WYOMING PUBLIC HEALTH LABORATORY,health.wyo.gov,CHEYENNE,WY,53D0662169
DIGESTIVE HEALTH ASSOCIATES PATHOLOGY LABORATORY,dhawy.com,CHEYENNE,WY,53D2112143
SUMMIT PATHOLOGY,summitpathology.com,CASPER,WY,53D2288216
AMERICAN SAMOA DEPT OF HEALTH CLINICAL LAB,doh.as,PAGO PAGO,AS,64D1048456
GUAM DEPT PUBLIC HLTH & SOC SVCS CENTRAL LAB,dphss.guam.gov,TAMUNING,GU,65D0662216
"DIAGNOSTIC LAB SERVICES, INC - ITC",dlslab.com,TAMUNING,GU,65D0662219
DIAGNOSTIC LABORATORY SERVICES INC - FHP,dlslab.com,TAMUNING,GU,65D0970478
DIAGNOSTIC LABORATORY SERVICES - AMC-1,,TAMUNING,GU,65D2137458
"DIAGNOSTIC LABORATORY SERVICES, INC - AMC-2",,MANGILAO,GU,65D2137459
DIAGNOSTIC LABORATORY SERVICES - SAIPAN,dlslab.com,GARAPAN,MP,66D0940277
PACIFIC EDGE DIAGNOSTICS NEW ZEALAND LIMITED,,nan,FN,99D2064747
GENETICA,,nan,FN,99D2278470
JILAB INC,jilab.fi,nan,FN,99D2280565
"UNILABS, COPENHAGEN AS",,nan,FN,99D2280741
NUTRIPATH PATHOLOGY,nutripath.com.au,nan,FN,99D2282774
EVE TECHNOLOGIES CORPORATION,evetechnologies.com,nan,FN,99D2283230
SPOTITEARLY,spotitearly.com,nan,FN,99D2307137
